Customer_ID,Transaction_ID,Transaction_Date,Category_Code,Transaction_Type,Transaction_Amount,Payment_Code,Number_of_Transactions
18550,4734428,2026-03-01,6,Return,1358.44,2,
18550,8592637,2025-09-05,4,Sale,2048.96,4,17
18550,3001488,2025-10-14,2,Return,5797.46,4,
18550,1082782,2025-01-31,2,Sale,4282.27,5,17
18550,4800737,2025-02-10,10,Sale,1142.69,3,17
18550,6241036,2026-05-21,2,Sale,3995.65,5,17
52572,6154223,2026-07-13,7,Return,9999.99,5,
52572,4278600,2025-08-21,7,Sale,3728.38,2,2
52572,2224580,2024-11-29,9,Sale,2421.99,5,2
36941,1204500,2025-07-19,4,Sale,1534.17,1,2
36941,4904619,2025-04-01,10,Return,661.78,3,
36941,6837432,2024-09-21,2,Sale,9276.01,3,2
30218,7008514,2025-11-18,7,Sale,3365.67,1,4
30218,9808856,2024-11-24,9,Sale,1903.17,2,4
30218,7047810,2026-02-19,3,Sale,1497.44,1,4
30218,9057080,2025-07-27,2,Sale,9999.99,3,4
81825,8358410,2025-11-23,10,Sale,875.8,4,18
81825,6612920,2025-06-16,10,Sale,1183.82,3,18
81825,2308439,2026-04-14,1,Sale,734.49,2,18
81825,4606986,2024-10-20,2,Sale,7252.97,5,18
81825,6631401,2025-04-10,8,Return,4991.67,4,
81825,2562937,2026-04-18,7,Sale,7064.57,3,18
81825,5529447,2025-06-08,3,Return,3463.87,3,
81825,5153743,2026-02-19,2,Sale,7372.3,5,18
81825,2288834,2024-12-02,3,Sale,2093.1,4,18
81825,8493150,2026-04-22,5,Sale,7226.24,5,18
81825,6951455,2025-03-07,6,Sale,3269.59,5,18
81825,6215304,2025-02-08,1,Sale,1177.52,2,18
81825,5130024,2026-07-10,9,Return,6210.06,5,
81825,1470240,2026-07-31,1,Sale,234.62,1,18
81825,3450805,2026-05-16,9,Sale,6176.58,5,18
81825,5067516,2025-09-14,1,Sale,1657.25,5,18
81825,9835632,2025-01-29,3,Sale,1819.63,4,18
81825,5874252,2025-05-16,3,Sale,2549.58,5,18
81825,5968750,2025-08-04,7,Sale,9999.99,4,18
81825,2068088,2025-09-29,3,Sale,770.07,1,18
81825,6729857,2025-02-28,2,Sale,1268.14,1,18
81825,3728157,2026-04-27,10,Return,2872.56,3,
70036,2442216,2026-05-17,1,Sale,1017.22,5,7
70036,4186827,2026-01-27,2,Sale,5787.46,3,7
70036,5246537,2025-08-07,1,Return,516.44,2,
70036,7204331,2024-11-11,2,Sale,1689.62,3,7
70036,1230224,2025-12-13,4,Sale,1854.87,2,7
70036,7825701,2025-11-30,1,Sale,673.59,3,7
70036,9358187,2025-08-22,4,Sale,1174.48,3,7
70036,1436092,2025-02-12,1,Sale,675.1,2,7
63670,3936899,2026-07-25,2,Sale,3889.12,4,9
63670,2955268,2025-02-18,10,Return,1533.93,3,
63670,5188751,2024-10-31,9,Sale,3758.23,1,9
63670,6093750,2025-01-29,4,Sale,1374.25,5,9
63670,3653060,2026-06-20,6,Sale,2355.82,1,9
63670,4109558,2025-07-20,8,Sale,1915.25,5,9
63670,1813135,2026-01-29,7,Sale,9999.99,5,9
63670,7055255,2025-01-24,1,Sale,1025.19,3,9
63670,3270917,2024-10-01,1,Sale,770.8,3,9
63670,9619931,2025-07-03,1,Sale,1195.02,4,9
63572,4097438,2026-03-25,2,Sale,1566.95,1,7
63572,5447318,2025-11-09,6,Sale,612.1,2,7
63572,6636588,2026-03-16,4,Sale,737.4,2,7
63572,6264623,2026-02-04,2,Sale,7830.53,5,7
63572,2640959,2025-06-26,9,Sale,4894.65,4,7
63572,5468671,2026-06-01,8,Sale,2264.68,4,7
63572,9508092,2025-05-10,8,Sale,389.33,2,7
90830,1006271,2025-11-09,3,Sale,1494.66,4,5
90830,5086264,2026-02-07,5,Sale,9999.99,3,5
90830,1741011,2026-01-26,2,Sale,8227.22,4,5
90830,4988123,2025-01-25,10,Sale,1018.68,3,5
90830,1039020,2024-09-17,8,Sale,5032.08,3,5
72262,8379732,2025-10-22,1,Sale,1163.07,5,7
72262,6262776,2025-10-03,9,Sale,9476.94,3,7
72262,4941604,2025-06-04,2,Sale,4193.28,4,7
72262,2772070,2026-01-22,8,Sale,3327.31,4,7
72262,3721514,2026-03-28,5,Sale,3855.99,3,7
72262,2954653,2025-01-16,7,Return,9999.99,3,
72262,1453672,2025-05-31,3,Sale,1959.11,5,7
72262,2496795,2025-02-27,1,Return,482.54,3,
72262,4532400,2026-03-05,7,Sale,9999.99,4,7
31079,6232664,2024-12-10,2,Sale,3431.12,2,16
31079,7880337,2026-01-21,3,Return,3006.88,4,
31079,4351049,2024-10-21,2,Sale,2822.41,2,16
31079,1036588,2025-02-04,3,Return,2848.06,5,
31079,1452207,2026-05-05,1,Sale,600.07,5,16
31079,9184152,2026-02-23,10,Sale,655.95,2,16
31079,9557991,2025-03-26,4,Sale,1606.43,5,16
31079,3300139,2025-03-05,1,Sale,230.88,1,16
31079,3735232,2025-03-15,9,Sale,9999.99,5,16
31079,5157156,2025-01-22,4,Sale,1062.32,5,16
31079,4486793,2025-04-09,2,Sale,1700.81,1,16
31079,6695648,2025-06-12,7,Sale,7125.87,4,16
31079,2811537,2025-10-19,7,Sale,3540.51,4,16
31079,6643753,2025-10-11,2,Sale,4797.98,5,16
31079,3888482,2024-08-29,1,Sale,931.41,1,16
31079,7430530,2025-09-09,4,Sale,1235.78,1,16
31079,4758961,2025-12-25,3,Sale,2280.08,1,16
31079,1968846,2024-12-28,1,Sale,1188.46,5,16
36060,7017634,2026-07-16,6,Sale,1056.08,1,2
36060,3761655,2025-01-07,9,Sale,5245.8,2,2
16266,5425096,2025-12-31,1,Sale,757.77,2,6
16266,8438456,2025-09-17,8,Sale,4685.4,3,6
16266,1437529,2025-01-26,6,Return,3159.78,4,
16266,6470252,2026-02-10,1,Sale,611.89,1,6
16266,2250872,2024-09-06,2,Sale,2221.37,1,6
16266,9680907,2025-02-10,1,Sale,371.58,1,6
16266,4282710,2025-02-22,3,Sale,963.74,3,6
63254,6719019,2024-12-01,2,Sale,4577.37,2,5
63254,8131365,2026-06-15,3,Sale,2131,4,5
63254,1258493,2024-08-03,7,Sale,9999.99,3,5
63254,3570102,2026-06-25,1,Sale,771.06,3,5
63254,6303111,2025-06-19,1,Sale,649.48,2,5
81253,8655018,2025-01-21,6,Sale,3864.35,4,7
81253,7995178,2024-11-14,2,Sale,5280.72,1,7
81253,5070816,2025-02-16,8,Sale,3784.15,3,7
81253,7895889,2025-07-03,5,Sale,3910.13,1,7
81253,3226118,2026-06-09,9,Sale,7662.26,5,7
81253,5493237,2025-05-21,1,Sale,1353.91,3,7
81253,5002393,2026-01-12,7,Sale,9999.99,5,7
81253,9451157,2026-01-30,7,Return,6582.71,5,
67833,2203879,2024-09-03,4,Sale,396.05,1,10
67833,7636154,2025-11-24,4,Sale,2285.68,5,10
67833,7147852,2025-05-22,6,Sale,2572.77,3,10
67833,1861497,2024-10-22,2,Sale,4372.4,5,10
67833,6115185,2025-06-28,4,Sale,1649.19,4,10
67833,4705707,2025-03-07,9,Sale,9328.4,3,10
67833,7309893,2024-09-21,4,Sale,652.62,2,10
67833,2513544,2026-03-13,6,Sale,1159.46,3,10
67833,1448605,2026-02-16,1,Sale,590.26,1,10
67833,8791357,2025-04-04,3,Sale,927.08,2,10
24818,4387978,2025-09-16,5,Sale,5290.41,5,9
24818,7792244,2026-04-28,5,Sale,3353.39,3,9
24818,8316755,2025-11-09,3,Sale,1190.54,1,9
24818,4516052,2025-08-14,6,Sale,4123.64,3,9
24818,1128691,2025-12-30,1,Sale,613.87,1,9
24818,2018971,2025-04-08,2,Sale,3070.63,3,9
24818,2450553,2025-03-10,3,Sale,3764.04,3,9
24818,2477248,2025-07-12,1,Sale,1940.2,3,9
24818,3093745,2024-09-12,7,Sale,9999.99,3,9
64832,9508338,2025-04-02,1,Sale,1473.88,5,4
64832,4629253,2025-01-06,2,Sale,7316.52,4,4
64832,6289946,2026-04-13,2,Sale,5876.79,2,4
64832,2441846,2026-05-01,2,Sale,3056.7,1,4
37923,1237998,2025-05-22,10,Sale,3614.27,3,15
37923,1320178,2025-02-10,7,Sale,9873.2,4,15
37923,8197395,2025-09-07,5,Sale,3963.1,4,15
37923,4309296,2026-02-21,7,Sale,9999.99,3,15
37923,6535268,2024-12-30,1,Return,672,3,
37923,7532976,2024-12-31,1,Sale,503.88,3,15
37923,5140553,2024-12-24,3,Sale,666.4,1,15
37923,2201211,2025-09-06,1,Sale,342.03,1,15
37923,8006212,2025-01-02,2,Sale,4892.69,5,15
37923,3062972,2024-08-02,3,Sale,2405.36,3,15
37923,3303979,2026-01-27,10,Sale,1681.74,5,15
37923,3343850,2024-12-12,3,Sale,888.71,5,15
37923,2966672,2026-07-03,9,Sale,4690.67,3,15
37923,3955045,2025-04-28,1,Sale,378.98,3,15
37923,4701463,2026-05-18,8,Sale,2571.09,4,15
37923,8727730,2025-09-29,4,Sale,1281.24,2,15
81233,6676122,2025-03-14,1,Sale,1907.92,5,9
81233,5750137,2025-12-04,1,Return,704.62,4,
81233,3867191,2026-06-30,1,Sale,447.16,2,9
81233,5275192,2026-02-18,4,Sale,1253.81,5,9
81233,2879066,2024-10-02,2,Sale,1600.75,2,9
81233,8880065,2025-12-10,9,Sale,7083.52,2,9
81233,2304230,2025-04-13,1,Sale,603.95,2,9
81233,7693915,2024-10-18,3,Sale,1980.93,5,9
81233,7712418,2024-11-09,3,Sale,2232.5,1,9
81233,4596172,2025-07-25,2,Sale,9999.99,5,9
93377,4251912,2026-06-10,3,Sale,2174.27,4,10
93377,1121523,2025-04-30,1,Sale,767.84,4,10
93377,6999745,2025-10-19,4,Sale,1541.61,2,10
93377,3139827,2025-09-05,9,Return,4535.19,4,
93377,8227517,2026-03-23,8,Sale,2007.21,4,10
93377,5549292,2025-03-07,9,Sale,6384.08,5,10
93377,6178998,2024-11-07,3,Sale,772.06,5,10
93377,7017111,2025-05-15,8,Sale,3188.98,1,10
93377,5154641,2025-12-07,6,Sale,1473.23,1,10
93377,6547047,2025-09-04,6,Sale,2308.42,2,10
93377,5318194,2026-07-11,10,Sale,841.94,5,10
77500,2334205,2024-11-06,6,Return,2016.05,4,
77500,6263813,2026-01-28,1,Sale,2139.34,3,2
77500,6468179,2025-04-01,1,Sale,823.44,3,2
77500,3282416,2026-01-07,9,Return,8437.89,4,
45390,1589443,2025-02-05,1,Sale,1054.13,5,7
45390,6071438,2025-11-20,4,Sale,1752.01,5,7
45390,6474118,2024-10-15,3,Sale,1557.4,1,7
45390,5507143,2024-10-22,6,Sale,657.65,1,7
45390,4620663,2024-11-22,2,Return,2167.24,2,
45390,4711266,2025-01-16,5,Sale,6644.49,5,7
45390,1220463,2025-05-10,2,Sale,2753.4,1,7
45390,5397231,2026-01-14,5,Sale,3256.54,5,7
39245,1826644,2025-02-12,1,Sale,478.28,1,3
39245,9906663,2024-12-08,2,Sale,5428.9,5,3
39245,8899313,2026-01-30,7,Sale,9999.99,1,3
66031,2389373,2026-01-11,2,Sale,2596.49,4,14
66031,9477927,2024-12-08,6,Return,2652.55,5,
66031,9884404,2024-09-06,3,Sale,2927.55,4,14
66031,2394068,2025-06-08,6,Sale,2709.37,3,14
66031,4628346,2026-03-29,8,Return,5336.28,3,
66031,8234724,2026-06-23,8,Sale,2944.14,2,14
66031,4686303,2025-07-28,5,Sale,5338.95,1,14
66031,3617733,2025-09-26,6,Sale,3959.65,3,14
66031,3338907,2025-02-08,9,Sale,3536.1,3,14
66031,5126383,2026-05-31,2,Sale,5415.78,2,14
66031,5208583,2026-04-23,4,Sale,666.76,1,14
66031,3266497,2026-06-19,3,Sale,2146.21,4,14
66031,5883002,2026-03-25,2,Sale,4085.07,4,14
66031,8852018,2026-07-18,1,Sale,792.24,2,14
66031,7018265,2024-08-20,1,Sale,839.3,2,14
66031,8289722,2024-12-17,4,Sale,800.18,3,14
14382,1348601,2026-07-10,2,Sale,2942.5,2,5
14382,4679143,2024-10-12,5,Sale,3266.15,4,5
14382,5369709,2026-02-07,8,Sale,2211.48,2,5
14382,5654351,2026-05-15,3,Sale,1266.28,1,5
14382,4042791,2025-07-17,5,Sale,4356.35,3,5
48691,4169036,2026-04-07,3,Sale,1364.11,4,7
48691,3314975,2025-10-28,6,Sale,917.47,1,7
48691,5903680,2025-11-14,7,Sale,3066.43,1,7
48691,5187356,2025-08-28,2,Sale,3221.5,1,7
48691,4008313,2025-02-15,8,Sale,2906.23,4,7
48691,8765289,2026-04-25,3,Sale,1382.83,2,7
48691,6112862,2024-08-22,5,Sale,3401.26,1,7
57586,7657885,2024-12-28,4,Sale,1213.7,3,4
57586,5822940,2024-11-15,8,Sale,2735.44,3,4
57586,8516054,2026-06-03,9,Sale,9999.99,5,4
57586,5652564,2026-03-17,3,Sale,2258.21,1,4
71624,4675214,2025-01-14,1,Sale,761.81,2,6
71624,5985150,2025-06-15,6,Sale,502.8,1,6
71624,4387681,2026-01-20,3,Sale,2247.67,5,6
71624,2766763,2026-04-09,7,Sale,5923.37,4,6
71624,3933354,2026-04-24,2,Sale,4668.79,2,6
71624,6062550,2024-11-15,4,Sale,890.93,4,6
93660,5786652,2026-04-15,3,Sale,1148.92,1,9
93660,8174665,2025-03-05,3,Sale,1413.58,5,9
93660,3204679,2026-03-31,10,Sale,1146.16,3,9
93660,6951104,2025-09-03,1,Sale,632.79,4,9
93660,7594090,2024-11-06,1,Sale,545.85,5,9
93660,1976335,2025-05-24,1,Sale,759.49,3,9
93660,8268938,2026-01-10,4,Sale,1739.56,3,9
93660,5445088,2024-09-21,4,Sale,2404.16,5,9
93660,9651059,2026-07-03,9,Sale,9999.99,5,9
71534,7056765,2024-10-14,10,Return,385.47,2,
71534,2205092,2026-06-10,2,Sale,8138.02,5,17
71534,6804386,2024-12-30,4,Sale,465.23,2,17
71534,9625446,2026-02-09,2,Sale,1999.1,2,17
71534,1107898,2025-07-01,8,Sale,9082.73,5,17
71534,1001087,2025-12-26,6,Sale,824.61,2,17
71534,5538434,2025-06-02,6,Sale,1393.84,5,17
71534,1316389,2025-04-22,1,Sale,1321.19,5,17
71534,2968323,2026-01-29,7,Sale,7321.42,1,17
71534,7199391,2025-04-12,5,Sale,6247.85,1,17
71534,4579268,2026-05-17,6,Sale,1578.71,5,17
71534,7219586,2025-11-21,1,Sale,1230.53,5,17
71534,4309005,2024-09-18,3,Sale,1676.16,5,17
71534,8503353,2025-08-05,2,Sale,3298.83,4,17
71534,7059012,2025-05-22,5,Sale,4130,1,17
71534,9414306,2025-03-31,8,Sale,9999.99,4,17
71534,8868862,2025-01-08,6,Sale,1272.44,5,17
71534,5591900,2025-12-01,2,Sale,5378.08,5,17
61197,1261981,2024-08-10,3,Sale,2856.84,3,10
61197,5578957,2026-03-02,1,Sale,957.42,5,10
61197,4979488,2024-08-31,5,Return,9391.5,3,
61197,9085040,2024-08-19,8,Sale,3514.64,4,10
61197,4468763,2025-10-02,4,Sale,2707.7,4,10
61197,1954138,2024-11-13,2,Sale,3292.38,3,10
61197,9234824,2024-09-26,4,Sale,1889.73,3,10
61197,4539689,2025-08-29,7,Sale,9601.39,1,10
61197,8606333,2025-10-10,3,Sale,2986.08,3,10
61197,9248682,2024-09-28,3,Sale,1861.16,3,10
61197,4350912,2026-04-07,9,Sale,7202.7,5,10
40318,9661142,2025-06-29,10,Sale,536.91,2,14
40318,6600261,2025-05-09,9,Return,3459.37,1,
40318,5673569,2026-06-23,7,Return,9999.99,3,
40318,9259912,2026-06-29,2,Return,2908.5,2,
40318,4796274,2025-06-12,4,Sale,1758.91,4,14
40318,3161069,2026-02-10,7,Sale,3723.19,1,14
40318,5956275,2026-02-21,1,Sale,1798.77,5,14
40318,8360904,2025-11-29,2,Sale,2061.3,2,14
40318,1925946,2025-11-25,2,Sale,3222.53,2,14
40318,8643838,2025-07-15,8,Sale,2195.05,4,14
40318,3978947,2025-05-12,10,Sale,1460.98,3,14
40318,8909309,2026-06-26,7,Return,5481.04,3,
40318,6579037,2026-04-07,2,Sale,5507.03,3,14
40318,3083478,2026-05-03,4,Sale,1085.71,2,14
40318,7884234,2025-03-11,1,Sale,1237.39,3,14
40318,5738156,2025-02-12,2,Sale,8779.81,5,14
40318,2398022,2026-04-25,6,Sale,2324.33,4,14
40318,3422058,2025-05-26,1,Sale,1329.18,3,14
86607,3464755,2025-12-15,7,Sale,4194.39,1,6
86607,9716795,2024-12-17,9,Return,7563.22,4,
86607,1612721,2024-08-21,7,Sale,3618.24,4,6
86607,1968248,2024-11-30,4,Sale,779.68,4,6
86607,4863473,2025-10-03,10,Sale,804.95,3,6
86607,7887596,2025-01-17,7,Sale,3931.7,4,6
86607,5776021,2025-10-14,1,Sale,824.42,1,6
22235,2241299,2025-10-03,2,Sale,3203.46,4,27
22235,2462187,2024-10-19,2,Sale,2012.53,1,27
22235,5772395,2026-05-06,5,Sale,2869.84,1,27
22235,2436074,2024-10-16,3,Sale,1863.04,3,27
22235,4117331,2024-10-16,8,Sale,1990.59,4,27
22235,2173385,2025-06-06,6,Sale,1030.9,5,27
22235,5581600,2024-08-20,2,Sale,2585.59,2,27
22235,4377021,2025-06-16,5,Sale,2446.97,1,27
22235,7706786,2025-02-13,1,Sale,1242.85,3,27
22235,7121939,2024-09-20,3,Sale,2359.04,3,27
22235,3539479,2024-10-02,3,Sale,1342.58,3,27
22235,5666610,2025-04-27,4,Sale,1706.25,3,27
22235,7836669,2026-05-22,9,Return,7316.34,3,
22235,4622512,2026-04-15,1,Sale,339.16,1,27
22235,6177809,2025-01-11,9,Sale,5063.1,1,27
22235,5117020,2025-08-10,2,Sale,1877.56,2,27
22235,8595345,2025-04-27,2,Sale,2076.94,2,27
22235,9714138,2024-11-05,3,Sale,2629.91,3,27
22235,4510298,2026-04-11,6,Sale,1322.93,2,27
22235,3914539,2026-04-29,5,Sale,6233.22,3,27
22235,8469735,2025-08-17,10,Sale,640.37,2,27
22235,5799024,2026-07-04,1,Return,824.27,4,
22235,8507261,2025-01-05,4,Sale,568.66,1,27
22235,9672237,2026-01-15,3,Return,671.7,2,
22235,6226183,2025-03-18,6,Sale,1373.52,3,27
22235,5492486,2025-07-25,8,Sale,3203.81,4,27
22235,4358981,2026-05-24,10,Sale,741.77,3,27
22235,4631955,2024-08-17,2,Sale,2831.84,4,27
22235,2321690,2026-05-22,1,Sale,873.41,5,27
22235,2076284,2024-11-05,1,Sale,1192.97,5,27
36446,1009711,2024-11-14,9,Sale,2003.23,3,13
36446,8293939,2025-05-16,10,Sale,427.85,1,13
36446,3046010,2025-06-26,10,Sale,876.62,5,13
36446,2837700,2026-02-11,1,Sale,867.16,3,13
36446,9375523,2025-02-24,4,Sale,1608.45,1,13
36446,5622537,2025-03-26,5,Sale,6949.56,4,13
36446,9598541,2026-04-08,4,Sale,2474.14,3,13
36446,4092988,2025-10-12,1,Sale,901.48,3,13
36446,1625164,2024-10-21,3,Sale,1201.72,2,13
36446,8759331,2024-11-14,6,Sale,1782.81,5,13
36446,1571725,2025-08-04,1,Sale,257.51,1,13
36446,7037987,2025-11-10,3,Sale,851.79,4,13
36446,4232432,2024-08-06,1,Return,1221.49,2,
36446,6876819,2024-10-24,4,Sale,749.76,1,13
65582,6089145,2026-04-09,2,Sale,6680.09,5,8
65582,1102601,2026-05-21,2,Sale,3241.19,2,8
65582,9319930,2025-09-16,4,Sale,579.29,1,8
65582,5103266,2026-07-31,2,Sale,4082.07,5,8
65582,7728011,2026-01-16,6,Sale,1052,5,8
65582,8252960,2025-09-20,2,Sale,2363.29,2,8
65582,5814672,2026-06-05,2,Return,4752.41,4,
65582,7245402,2025-06-08,10,Sale,1222.13,3,8
65582,9092251,2026-03-29,10,Sale,821.39,1,8
34008,5893571,2025-06-02,3,Sale,1917.8,2,6
34008,4569060,2025-07-21,10,Sale,706.76,3,6
34008,7434187,2025-10-14,1,Sale,822.82,4,6
34008,2426118,2026-07-15,4,Sale,1084.16,5,6
34008,9937886,2025-09-24,8,Sale,2775.93,5,6
34008,1990796,2024-10-09,8,Sale,4704.65,3,6
28063,9077631,2026-07-15,7,Sale,5105.32,1,2
28063,4622032,2024-12-13,10,Sale,352.97,2,2
37389,2984549,2024-08-01,10,Sale,955,4,11
37389,4071453,2025-05-21,10,Sale,593.08,5,11
37389,3647289,2025-07-20,3,Sale,835.98,5,11
37389,5823695,2025-08-16,1,Sale,1121.68,4,11
37389,6171409,2025-09-30,6,Sale,902.02,5,11
37389,4714611,2025-08-24,1,Sale,900.89,3,11
37389,7004181,2025-04-08,2,Sale,6354.86,3,11
37389,3676590,2025-06-17,10,Sale,939.71,4,11
37389,3615708,2024-10-03,2,Sale,2644.66,3,11
37389,6237120,2025-03-10,5,Sale,8868.89,5,11
37389,2825683,2025-08-08,1,Return,322.93,2,
37389,5297015,2025-08-31,9,Sale,3819.17,4,11
37389,8284490,2025-02-19,6,Return,1632.58,3,
79062,6050098,2026-01-07,9,Sale,2582.63,2,4
79062,6923617,2025-02-13,2,Sale,4321.68,5,4
79062,6158186,2025-11-22,4,Sale,673.9,4,4
79062,8976656,2026-07-15,4,Sale,968.77,2,4
90519,2159306,2024-11-29,5,Sale,7368.65,2,3
90519,9983564,2025-02-26,4,Sale,1485.05,3,3
90519,6708173,2024-08-24,6,Sale,678.63,1,3
90519,3630899,2026-01-24,5,Return,8996.27,5,
54636,7488055,2025-03-22,1,Sale,667.68,2,5
54636,1393185,2025-03-07,7,Sale,8293.06,5,5
54636,5500583,2024-09-15,2,Sale,2801.46,1,5
54636,6723481,2026-07-21,3,Sale,2979.78,5,5
54636,6754301,2025-10-28,1,Return,620.34,2,
54636,5006902,2026-01-27,2,Sale,5396.98,2,5
19482,7567775,2026-02-22,1,Sale,2383.08,5,7
19482,5344046,2026-03-27,2,Return,3488.79,4,
19482,9623210,2025-09-08,5,Sale,4252.13,1,7
19482,1885520,2024-12-16,6,Sale,2006.95,5,7
19482,7437418,2026-02-25,10,Return,619.01,5,
19482,9601522,2025-07-26,6,Sale,1220.48,3,7
19482,8508927,2025-11-25,9,Sale,9999.99,3,7
19482,7085711,2024-12-22,1,Sale,824.6,1,7
19482,4867056,2026-02-02,4,Sale,1104.38,4,7
19482,9718484,2025-02-16,2,Return,5266.07,2,
40470,7653162,2024-11-21,8,Sale,3762.34,5,6
40470,9413774,2024-09-23,1,Sale,1555.57,5,6
40470,3588558,2025-03-25,3,Sale,1654.52,1,6
40470,7511446,2025-10-02,7,Sale,9999.99,4,6
40470,7748175,2025-01-13,1,Sale,988.13,5,6
40470,4086884,2025-10-25,9,Sale,4095.33,5,6
45164,3759757,2025-06-19,9,Sale,7111.28,2,14
45164,8688494,2025-11-01,1,Sale,766.91,4,14
45164,6640459,2025-06-16,3,Sale,4072.78,4,14
45164,8677444,2025-06-11,4,Sale,1914.28,5,14
45164,8759976,2025-11-09,9,Sale,6526.8,2,14
45164,1150820,2025-01-04,6,Sale,1744.16,1,14
45164,7735363,2025-08-04,1,Sale,880.45,5,14
45164,7585507,2025-06-18,2,Sale,7414,5,14
45164,7794535,2024-12-29,1,Sale,1451.95,4,14
45164,6785673,2025-02-22,4,Sale,1220.55,2,14
45164,6768240,2026-05-25,9,Sale,9999.99,5,14
45164,2541136,2025-12-01,3,Sale,1845.45,5,14
45164,3153145,2026-01-15,1,Sale,1440.3,5,14
45164,4962340,2024-10-15,7,Sale,9999.99,2,14
86377,2717420,2025-04-30,5,Sale,5841.31,4,11
86377,8186364,2025-03-29,2,Sale,4357.54,4,11
86377,8534072,2026-02-24,4,Sale,1197,5,11
86377,3599677,2025-12-08,7,Sale,3603.44,4,11
86377,5482012,2026-02-24,10,Sale,1615.06,5,11
86377,5462414,2025-12-31,6,Sale,2422.68,5,11
86377,4939620,2025-02-02,1,Sale,682.93,3,11
86377,8896129,2025-06-20,5,Sale,4588.49,5,11
86377,9731546,2024-08-10,3,Sale,1693.33,5,11
86377,1382306,2025-03-20,6,Sale,3583.44,5,11
86377,1055107,2025-03-11,3,Sale,1256.61,3,11
83135,8303179,2026-01-14,2,Sale,4520.12,4,9
83135,2785415,2026-07-25,6,Sale,1653.61,3,9
83135,3741674,2024-09-28,3,Sale,2974.17,5,9
83135,8848370,2026-04-18,3,Sale,2972.24,3,9
83135,1516851,2024-09-26,9,Sale,2845.35,5,9
83135,8638952,2025-05-14,1,Return,1162.89,5,
83135,6519476,2026-03-24,1,Sale,977.7,4,9
83135,2815447,2025-07-06,9,Sale,7173.6,5,9
83135,4480188,2025-10-09,3,Sale,1671.09,5,9
83135,4189495,2024-11-04,3,Sale,2590.05,3,9
83135,1506773,2025-08-14,4,Return,1504.92,3,
17208,1473369,2025-03-31,6,Sale,1706.23,4,8
17208,7976944,2025-07-10,2,Sale,5965.5,4,8
17208,3964378,2024-10-01,10,Sale,975.02,5,8
17208,3912420,2024-09-18,10,Sale,1301.9,5,8
17208,7971382,2024-10-28,9,Sale,4210.82,5,8
17208,7532611,2025-05-28,1,Sale,435.21,1,8
17208,4734529,2026-04-21,7,Sale,5519.67,5,8
17208,4542418,2024-09-08,4,Sale,531.82,1,8
86178,2302689,2026-02-27,7,Return,3346.25,4,
86178,7636623,2026-04-25,4,Sale,1939.98,2,2
86178,7373009,2026-01-26,6,Sale,1097.53,2,2
86178,9231456,2025-02-16,4,Return,1375.73,1,
86178,3740433,2025-02-25,2,Return,3411.89,1,
29209,7858246,2025-07-30,7,Sale,9999.99,1,10
29209,4448084,2024-10-17,4,Sale,1450.46,4,10
29209,3664681,2024-12-25,10,Sale,933.15,5,10
29209,1595717,2024-12-26,1,Sale,421.77,2,10
29209,8193028,2025-10-07,1,Sale,1351,5,10
29209,4259815,2026-02-22,5,Sale,5631.18,5,10
29209,7002306,2025-06-16,1,Sale,519.74,5,10
29209,7640716,2025-04-21,10,Sale,1131.74,4,10
29209,7351465,2026-07-15,9,Sale,4212.03,5,10
29209,5361312,2024-11-29,3,Sale,2595.64,2,10
85126,9474526,2025-05-22,5,Sale,9999.99,5,10
85126,3421398,2026-06-06,1,Sale,897.27,3,10
85126,4183769,2025-10-16,1,Sale,379.82,4,10
85126,8657036,2026-02-01,2,Sale,2049.18,2,10
85126,6209144,2026-02-11,10,Sale,790.25,3,10
85126,7425278,2026-07-29,3,Sale,3743.17,4,10
85126,2574748,2026-03-07,5,Sale,8615.04,5,10
85126,3737659,2025-05-30,1,Return,1003.76,3,
85126,2579395,2024-12-06,2,Sale,2780.25,4,10
85126,8552170,2026-06-28,3,Sale,1420.72,4,10
85126,6107176,2025-12-18,3,Sale,1943.39,3,10
79197,1681847,2025-06-30,9,Sale,3178.75,5,6
79197,7265760,2026-05-13,3,Sale,2065.08,5,6
79197,3331975,2024-12-05,9,Sale,5882.34,5,6
79197,8070853,2024-09-09,5,Sale,7210.43,4,6
79197,4592629,2026-04-12,1,Sale,486.67,1,6
79197,9300212,2025-08-06,10,Sale,791.15,2,6
56503,2051444,2024-09-19,1,Sale,649.43,3,6
56503,9179254,2024-10-05,9,Sale,9285.16,4,6
56503,4249835,2025-07-12,1,Sale,460.85,5,6
56503,6119734,2025-06-23,7,Sale,9999.99,4,6
56503,6793294,2026-01-20,7,Sale,9999.99,4,6
56503,4609753,2024-10-29,1,Sale,1140.27,2,6
52023,9591851,2024-08-26,6,Return,1730.25,5,
52023,9795480,2025-08-05,6,Return,1124.41,4,
52023,6615220,2025-03-27,3,Sale,1268.05,4,2
52023,7858112,2026-05-17,2,Sale,3104.26,1,2
38072,8231063,2025-01-29,1,Sale,500.21,4,7
38072,6002705,2024-12-06,8,Sale,2922.65,4,7
38072,6486655,2024-12-13,4,Sale,2697.63,5,7
38072,4308817,2026-02-26,9,Sale,5279.41,2,7
38072,7515082,2025-01-03,1,Sale,825.85,4,7
